text,response
"Let's see... we've had typhoons in pacific asia, and now heavy flooding in the UK, bushfires in Australia, Landslides in Turkey, Volcano Eruption in Colombia, New mutation of H1N1 that's resistant to tamiflu, and a whole lot of violent human related killings, while here in Singapore we complain about water reaching our ankles... WTF?!",extraversion
"Let's see... we've had typhoons in pacific asia, and now heavy flooding in the UK, bushfires in Australia, Landslides in Turkey, Volcano Eruption in Colombia, New mutation of H1N1 that's resistant to tamiflu, and a whole lot of violent human related killings, while here in Singapore we complain about water reaching our ankles... WTF?!",agreeableness
"Let's see... we've had typhoons in pacific asia, and now heavy flooding in the UK, bushfires in Australia, Landslides in Turkey, Volcano Eruption in Colombia, New mutation of H1N1 that's resistant to tamiflu, and a whole lot of violent human related killings, while here in Singapore we complain about water reaching our ankles... WTF?!",conscientiousness
"Let's see... we've had typhoons in pacific asia, and now heavy flooding in the UK, bushfires in Australia, Landslides in Turkey, Volcano Eruption in Colombia, New mutation of H1N1 that's resistant to tamiflu, and a whole lot of violent human related killings, while here in Singapore we complain about water reaching our ankles... WTF?!",openess
"When you start debating to yourself on the mechanisms of magic, you also subconciously debate as to the strength of your hold on reality. Conclusion: Fantasy is addictive. O,O",extraversion
"When you start debating to yourself on the mechanisms of magic, you also subconciously debate as to the strength of your hold on reality. Conclusion: Fantasy is addictive. O,O",agreeableness
"When you start debating to yourself on the mechanisms of magic, you also subconciously debate as to the strength of your hold on reality. Conclusion: Fantasy is addictive. O,O",conscientiousness
"When you start debating to yourself on the mechanisms of magic, you also subconciously debate as to the strength of your hold on reality. Conclusion: Fantasy is addictive. O,O",openess
"No sense makes nonsense, but nonsense makes sense. So what then is nonsense, in a world without sense? O.o",extraversion
"No sense makes nonsense, but nonsense makes sense. So what then is nonsense, in a world without sense? O.o",agreeableness
"No sense makes nonsense, but nonsense makes sense. So what then is nonsense, in a world without sense? O.o",conscientiousness
"No sense makes nonsense, but nonsense makes sense. So what then is nonsense, in a world without sense? O.o",openess
It's amazing how easily you can find aunties that speak both Malay & Chinese but not english...,extraversion
It's amazing how easily you can find aunties that speak both Malay & Chinese but not english...,agreeableness
It's amazing how easily you can find aunties that speak both Malay & Chinese but not english...,conscientiousness
It's amazing how easily you can find aunties that speak both Malay & Chinese but not english...,openess
"Me, myself, and my computer. Deja vu",extraversion
"Me, myself, and my computer. Deja vu",agreeableness
"Me, myself, and my computer. Deja vu",conscientiousness
"Me, myself, and my computer. Deja vu",openess
"had a - has a fever. Got stuck in a jam at orchard road. After the jam, bus broke down. While waiting at a new bus stop, two busses drove by without stopping. Ended up taking four hours to get home. God is Evil.",extraversion
"had a - has a fever. Got stuck in a jam at orchard road. After the jam, bus broke down. While waiting at a new bus stop, two busses drove by without stopping. Ended up taking four hours to get home. God is Evil.",agreeableness
"had a - has a fever. Got stuck in a jam at orchard road. After the jam, bus broke down. While waiting at a new bus stop, two busses drove by without stopping. Ended up taking four hours to get home. God is Evil.",conscientiousness
"had a - has a fever. Got stuck in a jam at orchard road. After the jam, bus broke down. While waiting at a new bus stop, two busses drove by without stopping. Ended up taking four hours to get home. God is Evil.",openess
is finally on a Role Playing World of Warcraft Server! All aboard the Fantasy train! >=D,extraversion
is finally on a Role Playing World of Warcraft Server! All aboard the Fantasy train! >=D,agreeableness
is finally on a Role Playing World of Warcraft Server! All aboard the Fantasy train! >=D,conscientiousness
is finally on a Role Playing World of Warcraft Server! All aboard the Fantasy train! >=D,openess
No more TV mobile Next year... I am sad... D:,extraversion
No more TV mobile Next year... I am sad... D:,agreeableness
No more TV mobile Next year... I am sad... D:,conscientiousness
No more TV mobile Next year... I am sad... D:,openess
"""But I don't want to go among mad people,"" Alice remarked. ""Oh, you can't help that,"" said the Cat: ""we're all mad here. I'm mad. You're mad."" ""How do you know I'm mad?"" said Alice. ""You must be,"" said the Cat, ""or you wouldn't have come here.""",extraversion
"""But I don't want to go among mad people,"" Alice remarked. ""Oh, you can't help that,"" said the Cat: ""we're all mad here. I'm mad. You're mad."" ""How do you know I'm mad?"" said Alice. ""You must be,"" said the Cat, ""or you wouldn't have come here.""",agreeableness
"""But I don't want to go among mad people,"" Alice remarked. ""Oh, you can't help that,"" said the Cat: ""we're all mad here. I'm mad. You're mad."" ""How do you know I'm mad?"" said Alice. ""You must be,"" said the Cat, ""or you wouldn't have come here.""",conscientiousness
"""But I don't want to go among mad people,"" Alice remarked. ""Oh, you can't help that,"" said the Cat: ""we're all mad here. I'm mad. You're mad."" ""How do you know I'm mad?"" said Alice. ""You must be,"" said the Cat, ""or you wouldn't have come here.""",openess
"Women speak because they wish to speak, whereas a man speaks only when driven to speech by something outside himself -- like, for instance, when he can't find any clean socks...",extraversion
"Women speak because they wish to speak, whereas a man speaks only when driven to speech by something outside himself -- like, for instance, when he can't find any clean socks...",agreeableness
"Women speak because they wish to speak, whereas a man speaks only when driven to speech by something outside himself -- like, for instance, when he can't find any clean socks...",conscientiousness
"Women speak because they wish to speak, whereas a man speaks only when driven to speech by something outside himself -- like, for instance, when he can't find any clean socks...",openess
Watched Inglorius Basterds on Blu-Ray followed by Avatar in 3D and is feeling soooo Epic. Dayum.,extraversion
Watched Inglorius Basterds on Blu-Ray followed by Avatar in 3D and is feeling soooo Epic. Dayum.,agreeableness
Watched Inglorius Basterds on Blu-Ray followed by Avatar in 3D and is feeling soooo Epic. Dayum.,conscientiousness
Watched Inglorius Basterds on Blu-Ray followed by Avatar in 3D and is feeling soooo Epic. Dayum.,openess
"New philosophy for 2010: If it makes you feel good, then I say do it.",extraversion
"New philosophy for 2010: If it makes you feel good, then I say do it.",agreeableness
"New philosophy for 2010: If it makes you feel good, then I say do it.",conscientiousness
"New philosophy for 2010: If it makes you feel good, then I say do it.",openess
"WoW Patch 3.3 is out... It's titled, ""Fall of the Lich King"" ... WHY MUST ARTHAS DIE?! OH GOD WHY?! T-T ((Then again... Yay for Justice! ^^))",extraversion
"WoW Patch 3.3 is out... It's titled, ""Fall of the Lich King"" ... WHY MUST ARTHAS DIE?! OH GOD WHY?! T-T ((Then again... Yay for Justice! ^^))",agreeableness
"WoW Patch 3.3 is out... It's titled, ""Fall of the Lich King"" ... WHY MUST ARTHAS DIE?! OH GOD WHY?! T-T ((Then again... Yay for Justice! ^^))",conscientiousness
"WoW Patch 3.3 is out... It's titled, ""Fall of the Lich King"" ... WHY MUST ARTHAS DIE?! OH GOD WHY?! T-T ((Then again... Yay for Justice! ^^))",openess
is cutting his hair bald -,extraversion
is cutting his hair bald -,agreeableness
is cutting his hair bald -,conscientiousness
is cutting his hair bald -,openess
A break from the norm in the wake of this storm is the strange sound of silence as I wait to be born,extraversion
A break from the norm in the wake of this storm is the strange sound of silence as I wait to be born,agreeableness
A break from the norm in the wake of this storm is the strange sound of silence as I wait to be born,conscientiousness
A break from the norm in the wake of this storm is the strange sound of silence as I wait to be born,openess
"Well, according to my parents, when I was like 6, everytime my sister tried to call me 'abang', I'd shout at her and say, ""Brother!! Not abang!!"" At least now I know why I never got anywhere with malay >.>",extraversion
"Well, according to my parents, when I was like 6, everytime my sister tried to call me 'abang', I'd shout at her and say, ""Brother!! Not abang!!"" At least now I know why I never got anywhere with malay >.>",agreeableness
"Well, according to my parents, when I was like 6, everytime my sister tried to call me 'abang', I'd shout at her and say, ""Brother!! Not abang!!"" At least now I know why I never got anywhere with malay >.>",conscientiousness
"Well, according to my parents, when I was like 6, everytime my sister tried to call me 'abang', I'd shout at her and say, ""Brother!! Not abang!!"" At least now I know why I never got anywhere with malay >.>",openess
"There was a staff meeting earlier today... When everyone was gathered, attention focused on the manager, I heard the Godfather soundtrack start to play over the speakers... just before the manager started speaking... Coincidence? I THINK NOT! >.>",extraversion
"There was a staff meeting earlier today... When everyone was gathered, attention focused on the manager, I heard the Godfather soundtrack start to play over the speakers... just before the manager started speaking... Coincidence? I THINK NOT! >.>",agreeableness
